Epochs,Learning Rate,Depth,Width,Mean
60,0.01,2,20,57.53536070925365
2025-01-02T22_57_04,10,0.01,2,50,55.74089368252861,"[92.10401891252955, 42.80117531831537, 63.55389541088581, 57.804632426988924, 22.440746343923347]"
2025-01-03 13_20,50,0.01,2,80,58.723222662763604,"[85.72104018912529, 34.32908912830558, 72.35859124866596, 68.58006042296071, 32.62733232476047]"
2025-01-03 13_38,50,0.01,2,70,59.04923121732727,"[89.36170212765957, 33.74142997061704, 68.46318036286019, 67.6233635448137, 36.05648008068583]"
2025-01-03 15_51,50,0.01,2,70,60.318873564023,"[88.69976359338061, 39.07933398628795, 72.3052294557097, 68.52970795568983, 32.9803328290469]"
2025-01-03 18_03,50,0.01,2,70,59.57292298923336,"[88.74704491725768, 40.49951028403526, 70.38420490928495, 67.42195367573011, 30.811901159858802]"
2025-01-03 20_22,50,0.01,2,70,57.73097747810925,"[84.86997635933807, 39.66699314397649, 65.58164354322305, 67.5226586102719, 31.01361573373676]"
2025-01-03 22_38,50,0.01,2,70,60.38868887863261,"[91.06382978723404, 38.24681684622919, 68.30309498399146, 71.39979859013091, 32.929904185577406]"
2025-01-04 00_55,50,0.01,2,70,59.38236611592625,"[91.63120567375887, 35.994123408423114, 69.74386339381003, 68.9828801611279, 30.559757942511347]"
2025-01-04 03_05,50,0.01,2,70,58.75252435485709,"[87.56501182033098, 40.1077375122429, 68.40981856990395, 66.81772406847935, 30.862329803328294]"
2025-01-04 05_18,50,0.01,2,70,59.068057019286286,"[85.62647754137116, 38.736532810969635, 64.83457844183565, 73.0110775427996, 33.13161875945537]"
2025-01-04 07_30,50,0.01,2,70,59.817285800970446,"[88.22695035460994, 38.39373163565132, 68.8367129135539, 67.87512588116817, 35.75390821986888]"
2025-01-04 09_42,50,0.01,2,70,60.752302877678915,"[90.30732860520094, 40.40156709108717, 70.33084311632871, 67.5730110775428, 35.148764498234996]"
2025-01-04 12_26,50,0.01,2,20,60.752302877678915,"[90.30732860520094, 40.40156709108717, 70.33084311632871, 67.5730110775428, 35.148764498234996]"
2025-01-04 12_42,50,0.01,2,20,60.752302877678915,"[90.30732860520094, 40.40156709108717, 70.33084311632871, 67.5730110775428, 35.148764498234996]"
2025-01-04 12_59,50,0.01,2,20,60.752302877678915,"[90.30732860520094, 40.40156709108717, 70.33084311632871, 67.5730110775428, 35.148764498234996]"
2025-01-04 13_17,50,0.01,2,20,60.752302877678915,"[90.30732860520094, 40.40156709108717, 70.33084311632871, 67.5730110775428, 35.148764498234996]"
2025-01-04T13_34_05,50,0.01,2,100,58.890353659793824,"[85.2482269503546, 35.161606268364345, 72.67876200640342, 65.60926485397785, 35.75390821986888]"
2025-01-04 13_37,50,0.01,2,20,58.890353659793824,"[85.2482269503546, 35.161606268364345, 72.67876200640342, 65.60926485397785, 35.75390821986888]"
2025-01-04 14_01,50,0.01,2,20,58.890353659793824,"[85.2482269503546, 35.161606268364345, 72.67876200640342, 65.60926485397785, 35.75390821986888]"
2025-01-04 14_18,50,0.01,2,20,58.890353659793824,"[85.2482269503546, 35.161606268364345, 72.67876200640342, 65.60926485397785, 35.75390821986888]"
2025-01-04 14_36,50,0.01,2,20,58.890353659793824,"[85.2482269503546, 35.161606268364345, 72.67876200640342, 65.60926485397785, 35.75390821986888]"
2025-01-04 14_53,50,0.01,2,20,58.890353659793824,"[85.2482269503546, 35.161606268364345, 72.67876200640342, 65.60926485397785, 35.75390821986888]"
2025-01-04 15_11,50,0.01,2,20,58.890353659793824,"[85.2482269503546, 35.161606268364345, 72.67876200640342, 65.60926485397785, 35.75390821986888]"
2025-01-04 15_32,50,0.001,2,20,58.890353659793824,"[85.2482269503546, 35.161606268364345, 72.67876200640342, 65.60926485397785, 35.75390821986888]"
2025-01-04 15_51,50,0.001,2,20,58.890353659793824,"[85.2482269503546, 35.161606268364345, 72.67876200640342, 65.60926485397785, 35.75390821986888]"
2025-01-04 16_10,50,0.001,2,20,58.890353659793824,"[85.2482269503546, 35.161606268364345, 72.67876200640342, 65.60926485397785, 35.75390821986888]"
2025-01-04 16_28,50,0.001,2,20,58.890353659793824,"[85.2482269503546, 35.161606268364345, 72.67876200640342, 65.60926485397785, 35.75390821986888]"
2025-01-04 16_47,50,0.001,2,20,58.890353659793824,"[85.2482269503546, 35.161606268364345, 72.67876200640342, 65.60926485397785, 35.75390821986888]"
2025-01-04 17_05,50,0.001,2,20,58.890353659793824,"[85.2482269503546, 35.161606268364345, 72.67876200640342, 65.60926485397785, 35.75390821986888]"
2025-01-04 17_22,50,0.001,2,20,58.890353659793824,"[85.2482269503546, 35.161606268364345, 72.67876200640342, 65.60926485397785, 35.75390821986888]"
2025-01-04 17_39,50,0.001,2,20,58.890353659793824,"[85.2482269503546, 35.161606268364345, 72.67876200640342, 65.60926485397785, 35.75390821986888]"
2025-01-04 17_56,50,0.001,2,20,58.890353659793824,"[85.2482269503546, 35.161606268364345, 72.67876200640342, 65.60926485397785, 35.75390821986888]"
2025-01-04 18_13,50,0.001,2,20,58.890353659793824,"[85.2482269503546, 35.161606268364345, 72.67876200640342, 65.60926485397785, 35.75390821986888]"
2025-01-04 18_37,50,0.001,2,70,58.890353659793824,"[85.2482269503546, 35.161606268364345, 72.67876200640342, 65.60926485397785, 35.75390821986888]"
2025-01-04T19_53_28,50,0.001,2,100,58.890353659793824,"[85.2482269503546, 35.161606268364345, 72.67876200640342, 65.60926485397785, 35.75390821986888]"
2025-01-04T20_10_16,50,0.1,2,100,58.890353659793824,"[85.2482269503546, 35.161606268364345, 72.67876200640342, 65.60926485397785, 35.75390821986888]"
2025-01-04T20_28_04,50,0.1,2,400,58.890353659793824,"[85.2482269503546, 35.161606268364345, 72.67876200640342, 65.60926485397785, 35.75390821986888]"
2025-01-04T20_56_34,50,0.001,2,100,58.890353659793824,"[85.2482269503546, 35.161606268364345, 72.67876200640342, 65.60926485397785, 35.75390821986888]"
2025-01-04 21_17,50,0.001,2,70,58.890353659793824,"[85.2482269503546, 35.161606268364345, 72.67876200640342, 65.60926485397785, 35.75390821986888]"
2025-01-04T21_21_55,50,0.1,2,256,58.890353659793824,"[85.2482269503546, 35.161606268364345, 72.67876200640342, 65.60926485397785, 35.75390821986888]"
2025-01-04 23_41,50,0.001,2,70,58.890353659793824,"[85.2482269503546, 35.161606268364345, 72.67876200640342, 65.60926485397785, 35.75390821986888]"
2025-01-05 02_17,50,0.01,2,20,57.44122450110633,"[86.71394799054374, 40.646425073457394, 57.57737459978656, 67.27089627391743, 34.997478567826526]"
2025-01-05 02_33,50,0.01,2,20,57.44122450110633,"[86.71394799054374, 40.646425073457394, 57.57737459978656, 67.27089627391743, 34.997478567826526]"
2025-01-05 12_13,50,0.01,2,20,57.44122450110633,"[86.71394799054374, 40.646425073457394, 57.57737459978656, 67.27089627391743, 34.997478567826526]"
2025-01-05 13_58,50,0.01,2,70,59.04923121732727,"[89.36170212765957, 33.74142997061704, 68.46318036286019, 67.6233635448137, 36.05648008068583]"
2025-01-05 14_13,50,0.01,2,70,59.04923121732727,"[89.36170212765957, 33.74142997061704, 68.46318036286019, 67.6233635448137, 36.05648008068583]"
2025-01-05 14_28,50,0.01,2,70,59.04923121732727,"[89.36170212765957, 33.74142997061704, 68.46318036286019, 67.6233635448137, 36.05648008068583]"
2025-01-05 14_54,50,0.01,2,70,59.04923121732727,"[89.36170212765957, 33.74142997061704, 68.46318036286019, 67.6233635448137, 36.05648008068583]"
2025-01-05 15_17,50,0.01,2,70,59.04923121732727,"[89.36170212765957, 33.74142997061704, 68.46318036286019, 67.6233635448137, 36.05648008068583]"
2025-01-05 15_41,50,0.01,2,70,59.04923121732727,"[89.36170212765957, 33.74142997061704, 68.46318036286019, 67.6233635448137, 36.05648008068583]"
2025-01-05 15_59,50,0.01,2,70,60.318873564023,"[88.69976359338061, 39.07933398628795, 72.3052294557097, 68.52970795568983, 32.9803328290469]"
2025-01-05 16_17,50,0.01,2,70,59.57292298923336,"[88.74704491725768, 40.49951028403526, 70.38420490928495, 67.42195367573011, 30.811901159858802]"
2025-01-05 16_35,50,0.01,2,70,57.73097747810925,"[84.86997635933807, 39.66699314397649, 65.58164354322305, 67.5226586102719, 31.01361573373676]"
2025-01-05 16_54,50,0.01,2,70,60.38868887863261,"[91.06382978723404, 38.24681684622919, 68.30309498399146, 71.39979859013091, 32.929904185577406]"
2025-01-05 17_11,50,0.01,2,70,59.38236611592625,"[91.63120567375887, 35.994123408423114, 69.74386339381003, 68.9828801611279, 30.559757942511347]"
2025-01-05 17_29,50,0.01,2,70,58.75252435485709,"[87.56501182033098, 40.1077375122429, 68.40981856990395, 66.81772406847935, 30.862329803328294]"
2025-01-05 17_48,50,0.01,2,70,59.068057019286286,"[85.62647754137116, 38.736532810969635, 64.83457844183565, 73.0110775427996, 33.13161875945537]"
2025-01-05 18_09,50,0.01,2,70,59.817285800970446,"[88.22695035460994, 38.39373163565132, 68.8367129135539, 67.87512588116817, 35.75390821986888]"
2025-01-05 18_29,50,0.01,2,70,60.752302877678915,"[90.30732860520094, 40.40156709108717, 70.33084311632871, 67.5730110775428, 35.148764498234996]"
2025-01-05 21_02,50,0.001,2,50,60.752302877678915,"[90.30732860520094, 40.40156709108717, 70.33084311632871, 67.5730110775428, 35.148764498234996]"
2025-01-05 22_00,50,0.001,2,50,60.752302877678915,"[90.30732860520094, 40.40156709108717, 70.33084311632871, 67.5730110775428, 35.148764498234996]"
2025-01-05 23_00,50,0.001,2,50,60.752302877678915,"[90.30732860520094, 40.40156709108717, 70.33084311632871, 67.5730110775428, 35.148764498234996]"
2025-01-06 00_00,50,0.001,2,50,60.752302877678915,"[90.30732860520094, 40.40156709108717, 70.33084311632871, 67.5730110775428, 35.148764498234996]"
2025-01-06 00_58,50,0.001,2,50,60.752302877678915,"[90.30732860520094, 40.40156709108717, 70.33084311632871, 67.5730110775428, 35.148764498234996]"
2025-01-06 01_59,50,0.001,2,50,60.752302877678915,"[90.30732860520094, 40.40156709108717, 70.33084311632871, 67.5730110775428, 35.148764498234996]"
2025-01-06 02_56,50,0.001,2,50,60.752302877678915,"[90.30732860520094, 40.40156709108717, 70.33084311632871, 67.5730110775428, 35.148764498234996]"
2025-01-06 03_53,50,0.001,2,50,60.752302877678915,"[90.30732860520094, 40.40156709108717, 70.33084311632871, 67.5730110775428, 35.148764498234996]"
2025-01-06 04_50,50,0.001,2,50,60.752302877678915,"[90.30732860520094, 40.40156709108717, 70.33084311632871, 67.5730110775428, 35.148764498234996]"
2025-01-06 05_48,50,0.001,2,50,60.752302877678915,"[90.30732860520094, 40.40156709108717, 70.33084311632871, 67.5730110775428, 35.148764498234996]"
