Date,Epochs,Learning Rate,Depth,Width,Mean
2025-01-01T17_31_43,1,0.001,2,5,11.75406062951691
2025-01-01T17_41_21,1,0.001,2,5,11.75406062951691,"[dict['accuracy_1_task5'], dict['accuracy_2_task5'], dict['accuracy_3_task5'], dict['accuracy_4_task5'], dict['accuracy_5_task5']]"
2025-01-01T17_43_48,1,0.001,2,5,11.75406062951691,"[0.14184397163120568, 14.103819784524976, 4.695837780149413, 39.828801611278955, 0.0]"
